red_izo,KODOK,NAZKR,NAZOK
600005275,3100,Hlavní město Praha,Hlavní město Praha
600005356,3100,Hlavní město Praha,Hlavní město Praha
600005291,3100,Hlavní město Praha,Hlavní město Praha
600005399,3100,Hlavní město Praha,Hlavní město Praha
600005402,3100,Hlavní město Praha,Hlavní město Praha
600019462,3100,Hlavní město Praha,Hlavní město Praha
600020916,3100,Hlavní město Praha,Hlavní město Praha
600021327,3100,Hlavní město Praha,Hlavní město Praha
651028922,3100,Hlavní město Praha,Hlavní město Praha
600004872,3100,Hlavní město Praha,Hlavní město Praha
600005585,3100,Hlavní město Praha,Hlavní město Praha
600005518,3100,Hlavní město Praha,Hlavní město Praha
600005666,3100,Hlavní město Praha,Hlavní město Praha
600005569,3100,Hlavní město Praha,Hlavní město Praha
600171418,3100,Hlavní město Praha,Hlavní město Praha
600005534,3100,Hlavní město Praha,Hlavní město Praha
691000212,3100,Hlavní město Praha,Hlavní město Praha
600005500,3100,Hlavní město Praha,Hlavní město Praha
600005496,3100,Hlavní město Praha,Hlavní město Praha
600005623,3100,Hlavní město Praha,Hlavní město Praha
600005631,3100,Hlavní město Praha,Hlavní město Praha
650004639,3100,Hlavní město Praha,Hlavní město Praha
600005542,3100,Hlavní město Praha,Hlavní město Praha
600005674,3100,Hlavní město Praha,Hlavní město Praha
600005640,3100,Hlavní město Praha,Hlavní město Praha
600021050,3100,Hlavní město Praha,Hlavní město Praha
600171426,3100,Hlavní město Praha,Hlavní město Praha
600005658,3100,Hlavní město Praha,Hlavní město Praha
650065115,3100,Hlavní město Praha,Hlavní město Praha
691001111,3100,Hlavní město Praha,Hlavní město Praha
600021106,3100,Hlavní město Praha,Hlavní město Praha
600005810,3100,Hlavní město Praha,Hlavní město Praha
600005593,3100,Hlavní město Praha,Hlavní město Praha
600006158,3100,Hlavní město Praha,Hlavní město Praha
600005691,3100,Hlavní město Praha,Hlavní město Praha
600005682,3100,Hlavní město Praha,Hlavní město Praha
600005771,3100,Hlavní město Praha,Hlavní město Praha
600005721,3100,Hlavní město Praha,Hlavní město Praha
600005747,3100,Hlavní město Praha,Hlavní město Praha
600005828,3100,Hlavní město Praha,Hlavní město Praha
600005844,3100,Hlavní město Praha,Hlavní město Praha
600005984,3100,Hlavní město Praha,Hlavní město Praha
600006409,3100,Hlavní město Praha,Hlavní město Praha
651040744,3100,Hlavní město Praha,Hlavní město Praha
600005895,3100,Hlavní město Praha,Hlavní město Praha
600171701,3100,Hlavní město Praha,Hlavní město Praha
600170012,3100,Hlavní město Praha,Hlavní město Praha
600005551,3100,Hlavní město Praha,Hlavní město Praha
600005861,3100,Hlavní město Praha,Hlavní město Praha
600005950,3100,Hlavní město Praha,Hlavní město Praha
600006034,3100,Hlavní město Praha,Hlavní město Praha
600006077,3100,Hlavní město Praha,Hlavní město Praha
650025563,3100,Hlavní město Praha,Hlavní město Praha
600005101,3100,Hlavní město Praha,Hlavní město Praha
600006051,3100,Hlavní město Praha,Hlavní město Praha
600006018,3100,Hlavní město Praha,Hlavní město Praha
600006085,3100,Hlavní město Praha,Hlavní město Praha
600005933,3100,Hlavní město Praha,Hlavní město Praha
600005992,3100,Hlavní město Praha,Hlavní město Praha
600005976,3100,Hlavní město Praha,Hlavní město Praha
600005968,3100,Hlavní město Praha,Hlavní město Praha
600021181,3100,Hlavní město Praha,Hlavní město Praha
600006042,3100,Hlavní město Praha,Hlavní město Praha
600006000,3100,Hlavní město Praha,Hlavní město Praha
600006310,3100,Hlavní město Praha,Hlavní město Praha
600006026,3100,Hlavní město Praha,Hlavní město Praha
600170021,3100,Hlavní město Praha,Hlavní město Praha
610380273,3100,Hlavní město Praha,Hlavní město Praha
610380109,3100,Hlavní město Praha,Hlavní město Praha
600006301,3100,Hlavní město Praha,Hlavní město Praha
600006433,3100,Hlavní město Praha,Hlavní město Praha
600021211,3100,Hlavní město Praha,Hlavní město Praha
600005798,3100,Hlavní město Praha,Hlavní město Praha
600006298,3100,Hlavní město Praha,Hlavní město Praha
600006239,3100,Hlavní město Praha,Hlavní město Praha
600006255,3100,Hlavní město Praha,Hlavní město Praha
600006140,3100,Hlavní město Praha,Hlavní město Praha
600006174,3100,Hlavní město Praha,Hlavní město Praha
600006131,3100,Hlavní město Praha,Hlavní město Praha
600006107,3100,Hlavní město Praha,Hlavní město Praha
600006115,3100,Hlavní město Praha,Hlavní město Praha
600006166,3100,Hlavní město Praha,Hlavní město Praha
600006247,3100,Hlavní město Praha,Hlavní město Praha
600006352,3100,Hlavní město Praha,Hlavní město Praha
600005836,3100,Hlavní město Praha,Hlavní město Praha
600170071,3100,Hlavní město Praha,Hlavní město Praha
600170047,3100,Hlavní město Praha,Hlavní město Praha
600006280,3100,Hlavní město Praha,Hlavní město Praha
600006379,3100,Hlavní město Praha,Hlavní město Praha
600006387,3100,Hlavní město Praha,Hlavní město Praha
600006328,3100,Hlavní město Praha,Hlavní město Praha
600006450,3100,Hlavní město Praha,Hlavní město Praha
600006441,3100,Hlavní město Praha,Hlavní město Praha
600006123,3100,Hlavní město Praha,Hlavní město Praha
600170063,3100,Hlavní město Praha,Hlavní město Praha
600006654,3100,Hlavní město Praha,Hlavní město Praha
600006263,3100,Hlavní město Praha,Hlavní město Praha
600170039,3100,Hlavní město Praha,Hlavní město Praha
600027686,3100,Hlavní město Praha,Hlavní město Praha
600006476,3100,Hlavní město Praha,Hlavní město Praha
600021360,3100,Hlavní město Praha,Hlavní město Praha
600005160,3100,Hlavní město Praha,Hlavní město Praha
600006603,3100,Hlavní město Praha,Hlavní město Praha
600006620,3100,Hlavní město Praha,Hlavní město Praha
600006549,3100,Hlavní město Praha,Hlavní město Praha
600006531,3100,Hlavní město Praha,Hlavní město Praha
600006646,3100,Hlavní město Praha,Hlavní město Praha
600171710,3100,Hlavní město Praha,Hlavní město Praha
600004741,3100,Hlavní město Praha,Hlavní město Praha
600006573,3100,Hlavní město Praha,Hlavní město Praha
600006581,3100,Hlavní město Praha,Hlavní město Praha
600006514,3100,Hlavní město Praha,Hlavní město Praha
600170080,3100,Hlavní město Praha,Hlavní město Praha
600006638,3100,Hlavní město Praha,Hlavní město Praha
600006662,3100,Hlavní město Praha,Hlavní město Praha
600006565,3100,Hlavní město Praha,Hlavní město Praha
600019471,3100,Hlavní město Praha,Hlavní město Praha
600006786,3201,Středočeský,Benešov
600006671,3201,Středočeský,Benešov
600170098,3201,Středočeský,Benešov
600006727,3201,Středočeský,Benešov
600006735,3201,Středočeský,Benešov
600006794,3201,Středočeský,Benešov
600019489,3201,Středočeský,Benešov
600006689,3201,Středočeský,Benešov
600042260,3201,Středočeský,Benešov
600006778,3201,Středočeský,Benešov
600006751,3201,Středočeský,Benešov
600006701,3201,Středočeský,Benešov
600006760,3201,Středočeský,Benešov
600006697,3201,Středočeský,Benešov
600006859,3202,Středočeský,Beroun
651027888,3202,Středočeský,Beroun
650004311,3202,Středočeský,Beroun
600006808,3202,Středočeský,Beroun
600006832,3202,Středočeský,Beroun
600019497,3202,Středočeský,Beroun
600021491,3202,Středočeský,Beroun
600006816,3202,Středočeský,Beroun
600006841,3202,Středočeský,Beroun
600170128,3203,Středočeský,Kladno
600006930,3203,Středočeský,Kladno
600007162,3203,Středočeský,Kladno
651036020,3203,Středočeský,Kladno
600021661,3203,Středočeský,Kladno
600006972,3203,Středočeský,Kladno
600007065,3203,Středočeský,Kladno
600007073,3203,Středočeský,Kladno
600171728,3203,Středočeský,Kladno
600006905,3203,Středočeský,Kladno
600006964,3203,Středočeský,Kladno
600020207,3203,Středočeský,Kladno
600019519,3203,Středočeský,Kladno
600006913,3203,Středočeský,Kladno
600170110,3203,Středočeský,Kladno
600006921,3203,Středočeský,Kladno
600021637,3203,Středočeský,Kladno
600007022,3203,Středočeský,Kladno
691004927,3203,Středočeský,Kladno
600007057,3203,Středočeský,Kladno
651036062,3203,Středočeský,Kladno
600007138,3204,Středočeský,Kolín
600007120,3204,Středočeský,Kolín
600021670,3204,Středočeský,Kolín
600019527,3204,Středočeský,Kolín
600170136,3204,Středočeský,Kolín
600007154,3204,Středočeský,Kolín
600007081,3204,Středočeský,Kolín
600007090,3204,Středočeský,Kolín
600007146,3204,Středočeský,Kolín
600007189,3204,Středočeský,Kolín
600007171,3204,Středočeský,Kolín
600021742,3204,Středočeský,Kolín
600170144,3204,Středočeský,Kolín
610450671,3204,Středočeský,Kolín
600007243,3205,Středočeský,Kutná Hora
600007260,3205,Středočeský,Kutná Hora
600007201,3205,Středočeský,Kutná Hora
600007278,3205,Středočeský,Kutná Hora
600007251,3205,Středočeský,Kutná Hora
600021807,3205,Středočeský,Kutná Hora
600007197,3205,Středočeský,Kutná Hora
600007219,3205,Středočeský,Kutná Hora
600007294,3205,Středočeský,Kutná Hora
600007286,3205,Středočeský,Kutná Hora
600021785,3205,Středočeský,Kutná Hora
600007332,3206,Středočeský,Mělník
600007359,3206,Středočeský,Mělník
600007391,3206,Středočeský,Mělník
600007383,3206,Středočeský,Mělník
600007316,3206,Středočeský,Mělník
600170161,3206,Středočeský,Mělník
600019535,3206,Středočeský,Mělník
600007375,3206,Středočeský,Mělník
691002037,3206,Středočeský,Mělník
600007308,3206,Středočeský,Mělník
610450620,3206,Středočeský,Mělník
600007511,3207,Středočeský,Mladá Boleslav
600007537,3207,Středočeský,Mladá Boleslav
