red_izo;lat;lng
600008142;49.0499122;14.4528772
651023599;49.0126838;14.5947843
600008037;48.8441523;14.6341183
600022226;48.839695;14.6412915
600008061;48.8453292;14.6360259
600008029;49.215159;14.4258561
600170284;49.2184131;14.4556159
600008231;48.8178784;14.3095956
600019594;48.8062535;14.3157195
600008240;48.8060523;14.314432
651016029;48.7358569;14.500218
600170349;48.8347477;14.4658916
600170373;48.7689629;14.962059
600008347;49.0831411;15.4286329
600008380;49.082988;15.4328746
600170357;49.0816655;15.4516714
600008282;49.1476618;14.999321
600022331;49.1490771;15.0037952
600008304;49.147321;15.0006894
600008274;49.1398642;15.0082861
600008339;49.1480719;15.0032372
600019608;49.1468752;15.0023738
600028151;49.1490417;14.9990836
600008291;49.0064069;14.7660126
600008371;49.0055538;14.7638573
600008363;49.0110721;14.7570469
600008533;49.4555662;14.3627206
600170381;49.4404782;14.3682959
600022510;49.3041837;14.1652998
600008541;49.3067552;14.1512511
600008584;49.3093373;14.1469974
600008592;49.3076728;14.1514405
600008525;49.3056443;14.1521972
600020266;49.3035699;14.1542662
600019616;49.3097983;14.1443109
600008550;49.3106632;14.1395019
600020274;49.3113722;14.1337377
600008649;49.0099978;13.9967807
600008665;49.0079917;13.9943247
600020282;49.011475;14.0007027
600008690;49.0534314;13.7723645
600008681;49.0547623;13.7869433
600008703;49.4269842;13.8690871
600008754;49.4198973;13.8782894
600008738;49.2641147;13.9018451
600008789;49.2661606;13.89687
691003807;49.2664906;13.8975331
600008746;49.1465514;14.16774
651016762;49.1456824;14.1760162
600020291;49.1601444;14.1761073
600008711;49.1475922;14.172727
600170403;49.1668815;13.8859583
600020312;49.1719263;13.8847749
600008860;49.300124;14.4726956
600170438;49.4109203;14.6782849
600008819;49.2571573;14.720737
600022706;49.2637221;14.7056049
691003769;49.265361;14.7166408
600008801;49.4134915;14.6640129
600020321;49.4131904;14.6676376
600008827;49.4232962;14.6498107
600008797;49.4082702;14.674002
651023572;49.4050269;14.6797216
600008886;49.4050269;14.6797216
600019624;49.4092871;14.6740136
600008835;49.4116218;14.6838466
600020339;49.413151;14.6686435
600008851;49.1873273;14.6984117
600008908;49.4419333;12.9256693
600008941;49.448327;12.9334549
600008932;49.4446709;12.9215151
600170454;49.5270189;12.9429732
600022765;49.5264849;12.9415938
600028429;49.5596927;12.7705962
600008924;49.556433;13.071737
600009408;49.3209253;13.7054071
600009335;49.4012069;13.2851743
600009327;49.3913899;13.2990156
600009424;49.3906871;13.3002261
600009386;49.3945092;13.2957414
600009360;49.2347098;13.5212456
600009416;49.2360908;13.5161633
600009696;49.7466063;13.3500838
600009564;49.7466063;13.3500838
600009611;49.7395084;13.3889804
600009637;49.7713146;13.3707985
600009548;49.7514411;13.4136711
600009556;49.7396573;13.3874858
600009700;49.7259038;13.3669161
600170501;49.7413459;13.3752966
600009530;49.7417498;13.3735408
600009599;49.7412461;13.3730041
600022986;49.7429812;13.3343109
600009661;49.7291459;13.3717177
600009602;49.742204;13.3668248
650076575;49.7458053;13.3650845
600009670;49.7583563;13.3394255
600009726;49.7501607;13.3788521
600009459;49.7383496;13.3962056
610100645;49.7289812;13.3702495
600009467;49.7263141;13.3655298
610100581;49.7429812;13.3343109
600009718;49.7346589;13.3573451
610100530;49.769521;13.3614461
600009734;49.7377289;13.3716798
600019675;49.769521;13.3614461
600009491;49.7329962;13.4036079
600009742;49.7027237;13.4697887
600009751;49.5839347;13.5340539
600009769;49.437209;13.6728309
600009785;49.614893;13.6063968
600009823;49.8484971;13.3802152
600009815;49.9807017;13.4866939
600009793;49.9332694;13.3815126
600023036;49.6832671;13.2367208
600009831;49.7461508;13.600727
600009866;49.7453308;13.601787
600009858;49.7382491;13.5887072
600028747;49.8989153;13.7279988
600009963;49.7094435;12.7804833
600009971;49.867708;12.7373949
600009947;49.7595717;13.0009395
600009980;49.7541519;12.9975729
600009955;49.7995708;12.6314068
600170535;49.8020024;12.6052378
600008975;50.2166185;12.1942038
600066584;50.2281331;12.1835028
600009009;50.0762759;12.3624123
600170462;50.077314;12.3661248
600019632;50.0792973;12.3660628
600009076;50.0813005;12.3679307
651011434;49.9723781;12.7229048
600008991;49.9732239;12.70166
600009033;49.9622485;12.7001098
600009301;50.246902;12.8924171
600009181;50.2489521;12.8927598
600009262;50.2339939;12.8876077
600009190;50.2315568;12.8742741
600009211;50.234988;12.8803184
600009254;50.2309575;12.8735371
600009122;50.2325148;12.8892782
600009319;50.2361869;12.8853618
600009106;50.22761;12.8819817
600009203;50.2345605;12.8513892
600009238;50.2401084;12.8525848
600019641;50.2268639;12.8757602
650003969;50.2290436;12.8739305
600022854;50.2480374;12.8393876
600009131;50.3219466;12.7264054
600009297;50.302832;12.9527418
600009084;50.3047764;12.9521523
600009289;50.0574716;12.9889427
600009271;50.0964527;13.1600507
600028542;50.0910671;13.1602607
600023087;50.1351605;12.8141423
600009891;50.2415716;12.7457001
600073017;50.3323704;12.5159582
600009874;50.1874656;12.7561194
600009882;50.1762539;12.6402267
610100718;50.174063;12.675284
600170527;50.182985;12.644954
600009904;50.17594;12.6587359
651012988;50.1866554;12.6412127
600023231;50.7985841;14.4176282
600076431;50.7982999;14.4192429
600010228;50.7691336;14.236709
600010171;50.7805645;14.2168015
600010198;50.7804122;14.217704
600020355;50.7834082;14.21401
600170560;50.7741028;14.1965013
600019683;50.7722844;14.1992423
600170551;50.7670781;14.1941961
600028925;50.7311961;14.1906222
600023206;50.9802652;14.2917853
600010279;50.952131;14.5520953
600010180;50.9532674;14.5564016
600023265;50.9515611;14.5557166
600019691;50.9522661;14.5553923
600023249;51.0058046;14.4578822
600010155;51.0036911;14.456522
600010163;50.9129472;14.6157027
600010210;50.910913;14.6350833
600010287;50.4660455;13.4205982
600170586;50.4597034;13.3935415
600020363;50.4578798;13.4145711
600010368;50.4557384;13.422243
600077594;50.5032615;13.4345599
600010295;50.380298;13.2721872
600010350;50.3804137;13.2735305
600010309;50.3782887;13.2692541
600010325;50.385505;13.1779043
650002733;;
600077535;50.4940332;13.0299608
600010741;50.405864;14.042444
600010830;50.5387519;14.1362372
600010864;50.5326887;14.1363725
600010783;50.5332108;14.1314854
600010759;50.5371673;14.1273466
600010805;50.5330445;14.1298382
600010902;50.5352334;14.1461042
600010767;50.5387298;14.1306351
610150502;50.5401862;14.1275857
600010911;50.5130226;14.0491253
600010813;50.5146179;14.0533585
600023478;50.5122066;14.0551643
600010848;50.4266749;14.2558284
610150375;50.4204361;14.2454485
600010856;50.4265432;14.2584075
600020401;50.4197424;14.2520442
600020410;50.4525132;14.3734248
600029191;50.4655847;13.9668744
600010929;50.3545495;13.7971007
600170632;50.3553309;13.7997293
600011003;50.2267171;13.4034203
600029255;50.2274296;13.3715325
600023583;50.3251056;13.5495075
600010953;50.3218798;13.5461584
600011011;50.3216974;13.5502273
600010996;50.3315031;13.5436952
600011020;50.3302557;13.5389354
600011038;50.3302557;13.5389354
600170667;50.5953125;13.5838197
600011135;50.5919407;13.573839
600011062;50.5978614;13.6079183
600011046;50.6000125;13.6030799
600011119;50.621849;13.5993007
600011054;50.5139148;13.636736
600011089;50.4970048;13.6481393
600011178;50.5429175;13.7752015
600011151;50.5052395;13.659046
600011097;50.4839195;13.649713
600011143;50.4985365;13.6478414
691000522;50.4951924;13.6624245
600011127;50.4931242;13.6314283
600170641;50.4839195;13.649713
600020428;50.4989997;13.6336032
600023648;50.4978644;13.6525266
600020436;50.6584248;13.80385
600011232;50.6661367;13.8023389
600023711;50.6050426;13.7493657
600011267;50.6057168;13.7484468
600029441;50.56182;13.8713374
600001431;50.6813172;13.8711761
600084795;50.6873808;13.8856417
600011216;50.6378614;13.8219273
600170675;50.6425093;13.8261671
600011291;50.6412266;13.8219321
600011283;50.6444579;13.835284
600011305;50.6389249;13.8058402
600023737;50.643794;13.8421112
600011381;50.6675895;14.0938785
600011488;50.65109;14.0541553
600011453;50.6797405;14.0327376
600011321;50.6638594;14.0107817
600011445;50.6612571;14.0364762
600011372;50.6705968;14.0340487
600023796;50.6805689;14.0290321
600011429;50.6672787;14.0788701
600011348;50.6665188;14.0233977
600011399;50.6608676;14.0371004
600170691;50.6668837;14.0791135
600019748;50.667374;14.0221086
600010112;50.6927519;14.5296111
600009998;50.6954205;14.5484214
600010015;50.6862072;14.5338574
600010104;50.6901222;14.5433487
600010082;50.699982;14.5377431
600010040;50.6874992;14.5335053
600075150;50.6850869;14.5420826
600010023;50.7736363;14.4708721
600010007;50.6667933;14.7289328
600020347;50.7591031;14.5497557
600010449;50.7206618;15.1632539
600171744;50.7287931;15.1656546
600010490;50.7410394;15.1438219
600010457;50.7254956;15.1672991
600010481;50.7294958;15.1751849
600020371;50.7255496;15.1704281
600020380;50.7253867;15.1711108
600010414;50.7382317;15.3056701
600010473;50.7374205;15.3041084
600010422;50.6425699;15.2516574
600010511;50.9250152;15.0815801
600010678;50.9179168;15.0894622
600029158;50.822626;14.9673272
600010554;50.7709731;15.0330604
600010538;50.7866017;15.0565583
600010601;50.7976396;15.0990153
600010635;50.7976396;15.0990153
600010651;50.7976396;15.0990153
600020398;50.7735698;15.0645531
600010562;50.7711871;15.0548546
600010716;50.7567966;15.0848544
600010520;50.7604606;15.0676044
600010546;50.7566116;15.056588
600010686;50.7660402;15.0760985
600010589;50.754063;15.0454648
600010571;50.7728227;15.0625462
600170594;50.7595512;15.0397047
600023460;50.7609454;15.0762094
600010643;50.7677759;15.0653109
600170608;50.7692485;15.0484146
600019713;50.7697684;15.0558909
600171752;50.6060733;15.5058745
600170918;50.5280466;15.3683672
600012654;50.6058641;15.3348591
600170896;50.6013921;15.336147
600099296;50.6013711;15.3342815
600012638;50.5837103;15.1562147
691000093;50.5938556;15.163151
600012646;50.5909143;15.1615506
600019802;50.5889582;15.1674114
600170900;50.6811613;15.4060479
600011623;50.2556033;15.8564692
600011798;50.2169311;15.8496563
691000794;50.206303;15.8336998
600011755;50.2037528;15.8344166
600011666;50.2131643;15.842131
600011674;50.208675;15.8255072
600011771;50.2112025;15.8381507
600023974;50.202236;15.8330767
600023940;50.2103059;15.8155725
600011739;50.2088572;15.8242883
600024024;50.2027212;15.8342028
600011615;50.2180973;15.8546554
600170764;50.2199142;15.8158371
600011658;50.213738;15.842168
600011828;50.2062919;15.8361561
600011631;50.2037528;15.8344166
691004048;50.2024487;15.8487942
600011712;50.2385845;15.8532551
600011747;50.2030164;15.834541
600011801;50.2049746;15.7947969
600024016;50.1840966;15.8376872
600019772;50.208906;15.8367441
600011682;50.2401165;15.4897018
600011763;50.2399605;15.4858496
600011780;50.2439632;15.4815158
600011607;50.3008828;15.8680929
651014646;50.2011028;15.9845186
600012085;50.3613292;15.6310514
600024113;50.3679136;15.6283764
600012077;50.3630777;15.6317383
600011992;50.439114;15.3519116
600012000;50.4347835;15.3527484
600012093;50.4378704;15.3465637
600012069;50.43337;15.3523847
600012018;50.3306757;15.271959
600012051;50.4270343;15.5808049
600012026;50.4955482;15.5106502
600170781;50.4958793;15.508792
600170802;50.4949338;15.5157971
600012107;50.5853803;16.3309078
600012221;50.4781658;16.0902859
600012212;50.4794408;16.1825119
600170829;50.4753215;16.1790664
600012123;50.3504197;15.9187628
600012158;50.3525473;15.9218259
600012271;50.4209782;16.1647381
600012115;50.4135727;16.1605211
600012255;50.4130389;16.1658255
600012247;50.4191177;16.1728108
600012263;50.4124313;16.1645703
600012204;50.3571099;16.1448356
600024211;50.3444151;16.1520345
600012239;50.5948322;16.1487451
600170811;50.4635289;16.184045
600012549;50.2946681;16.1500951
600012590;50.2883551;16.1579339
651017459;50.2945261;16.1451832
600012581;50.1244553;16.2100892
600012573;50.1246119;16.2063482
600012557;50.1628298;16.2791048
691000107;50.1648604;16.2793376
600024300;50.1652171;16.2746672
600012867;50.4301255;15.8123429
600013006;50.4352655;15.8074351
600024695;50.4304828;15.814095
600013014;50.5410736;15.7257371
600024679;50.5391965;15.7262351
600029867;50.543997;15.7262029
600024687;50.6321615;15.7828186
651014271;50.5350739;16.0442103
600012913;50.5653838;15.9090923
600012905;50.5585649;15.9119609
600012875;50.5654804;15.9165799
600024610;50.588605;15.8833123
600012883;50.5629659;15.913786
600012921;50.5579302;15.9017176
610200381;50.5617073;15.9130943
600019829;50.5650066;15.9151167
691002142;50.5089712;16.0214942
600012891;50.6188429;15.6101349
600012930;50.6316671;15.606479
600024636;50.6188477;15.6101797
600011852;49.7630463;15.9115786
600024032;49.9572363;15.9758123
600011917;49.9455821;15.790488
600011925;49.9455821;15.790488
600011887;49.9504356;15.7833157
600011879;49.9495128;15.7989186
600170772;49.9559965;15.7827889
651033772;49.955096;15.792733
600011984;49.9511038;15.7802314
600019781;49.9544865;15.7919127
650004833;49.8482684;15.8080502
691000719;49.8401672;15.9935792
600011941;49.8676917;15.5732403
600170837;50.0687428;15.9908641
600012301;50.0750933;15.9843886
600012450;50.0319481;15.416015
600012361;;
600012417;50.0338394;15.7903806
600012468;50.050659;15.7694073
600024270;50.026782;15.7899379
600012433;50.0576772;15.7594427
600012298;50.0254484;15.7694937
600012310;50.0361017;15.7897415
600012425;50.0442206;15.7487554
600012514;50.050659;15.7694073
600012328;50.034621;15.7685228
600012379;50.0343092;15.7811994
600024296;50.0453032;15.7952381
600012409;50.0367652;15.7881492
691005559;50.0357863;15.7798448
600012484;50.0533794;15.7648783
600012352;50.0386051;15.7761897
600019799;50.0223423;15.8053241
691003009;50.0342941;15.5610459
600012522;50.0598317;15.7010794
600170853;50.05902;15.6977075
600012751;49.6310186;16.7075186
600012701;49.8692669;16.3076076
600012841;49.8676684;16.3150744
691002797;49.8720813;16.3061358
600012794;49.8731882;16.308916
600012760;49.758398;16.659438
600012816;49.7550271;16.6602092
600024474;49.7601234;16.6626365
690000014;49.7566684;16.6690528
600012859;49.7127604;16.2678411
600012735;49.7127614;16.2695111
600012808;49.7138729;16.2628508
600012786;49.7583087;16.4590795
600012727;49.7581529;16.4611418
600012824;49.7584245;16.4768921
600019811;49.7533417;16.4726511
600013022;49.9044066;16.4436848
600013162;49.904182;16.4406948
600013031;49.9973828;16.2210824
600104257;50.0824347;16.7591779
600013090;50.0838823;16.7225279
600013057;49.9124579;16.6106422
600171833;49.9114778;16.606534
600013146;49.9231061;16.6122144
600013120;50.0356367;16.499788
600013201;50.0383411;16.4902994
600013065;49.9716852;16.3969999
600024814;49.9687608;16.3916738
600013197;49.9664554;16.4109374
600013138;49.9741913;16.3912143
600019837;49.972734;16.39873
600013073;49.9524713;16.1578763
600170993;49.9512565;16.1509389
600013103;49.9510947;16.1589389
600170977;49.9535904;16.1578222
600013081;50.085496;16.4650046
600024792;50.0865803;16.4682154
600013171;50.0856412;16.4675167
600011500;49.6090055;15.5802341
600170748;49.6059397;15.5872475
600011551;49.6025823;15.5790953
600019756;49.6096831;15.5752379
600023885;49.6102099;15.5814846
600011526;49.7167678;15.6730015
600011593;49.7114477;15.6724181
600011577;49.7182195;15.6717173
600023851;49.7230752;15.6745112
600011534;49.6945142;15.27884
600170730;49.6657247;15.4022734
600014924;49.405508;15.6205857
600171795;49.3870088;15.5935882
600014746;49.3979332;15.5858524
600014827;49.3973108;15.5836551
600014801;49.3995937;15.5905786
600014771;49.3924652;15.5886636
600014851;49.3990819;15.5904808
600014932;49.3923004;15.5871747
600014843;49.3988812;15.5860878
600014916;49.4288213;15.5988991
600014894;49.4013554;15.579127
600171116;49.3949002;15.5829595
600014878;49.4092902;15.5935013
600019934;49.3964024;15.5852181
600014860;49.3951159;15.5650628
651036232;49.3971371;15.6067977
618700684;49.4002125;15.601481
600014754;49.1829521;15.4486517
600014908;49.2852892;15.4745708
600022471;49.3727993;14.9621078
600028224;49.3732102;14.9658779
600022501;49.3691186;14.9642718
600008479;49.5378919;15.3531754
600008410;49.541983;15.3537274
600008509;49.5414889;15.3609468
691002584;;
600008401;49.4710917;15.0036819
