red_izo;lat;lng
600008436;49.4289065;15.221579
600008428;49.4294319;15.2212936
600008487;49.4281401;15.2197282
600008461;49.4319555;15.2280204
600028216;49.2639054;15.2423764
600015335;49.0508186;15.8142831
600015408;49.0534151;15.807373
600025691;49.0531901;15.8092797
600015343;49.2139589;15.8815628
610250451;49.213719;15.8822281
600015327;49.2138966;15.8859762
600015351;49.2133036;15.881997
600015360;49.2078106;15.8862196
610250574;49.2249164;15.8914683
600015416;49.2072473;15.8832072
600015441;49.2066502;15.8905473
600015378;49.2229757;15.8671375
600016005;49.517715;16.258239
600015891;49.5239906;16.2557967
600015904;49.5638242;16.0727113
610250523;49.5707024;16.0714003
610250833;49.2913494;16.222603
600015866;49.3516763;16.0205836
600015874;49.3583979;16.0016924
600015980;49.3558125;16.0073932
600031055;49.3601932;16.0085297
600025951;49.3538106;16.0191861
600025985;49.3540231;16.0741885
600025900;49.5657349;15.9338964
600016013;49.5664344;15.9321482
600015831;49.5674205;15.9328634
600015955;49.5650643;15.9440942
600015882;49.5674205;15.9328634
600015998;49.5552112;15.9314274
600019993;49.557724;15.9399618
600015963;49.5675817;15.9331375
600015971;49.5656324;15.9430581
600013235;49.3608946;16.6463757
600013243;49.3516526;16.6563602
600013391;49.3703018;16.6446147
600013383;49.3556638;16.649634
600013294;49.49124;16.6571764
600024849;49.4947629;16.6619724
600013278;49.4892396;16.6642183
600013324;49.4923789;16.6632205
600013367;49.4889059;16.6571348
600171779;49.4884957;16.6705713
600171841;49.3419108;16.7599906
600013359;49.5455206;16.5718744
600024903;49.5607146;16.4231646
600013260;49.4128225;16.6369926
600013847;49.1760244;16.5327258
600013863;49.2192514;16.5142403
600013855;49.1998424;16.6687948
600019853;49.2073614;16.6947602
600171787;49.1973084;16.6003525
600013715;49.183081;16.5614766
600013413;49.2467897;16.5784502
600013685;49.1926306;16.6357801
600013405;49.2021698;16.5734488
600019900;49.2010989;16.5976204
600013740;49.2010179;16.5813786
600013669;49.1672544;16.5815985
600013758;49.1702329;16.5602967
600013537;49.2074874;16.6568563
600013693;49.2131393;16.6784387
600024938;49.20597;16.6854932
600013961;49.1911006;16.5958468
600013626;49.2075532;16.5882375
600013651;49.2219721;16.5552028
600013421;49.2120762;16.6326729
600013448;49.1808214;16.595168
600013464;49.1914409;16.6202006
600013472;49.2227123;16.5913608
600013481;49.2020207;16.6110552
600013880;49.166005;16.5549484
600013898;49.1911006;16.5958468
600171850;49.2237741;16.6111827
600013677;49.2006013;16.6009467
610300733;49.2310071;16.6195134
600024997;49.2023315;16.6387219
600013502;49.2055276;16.5965757
600013839;49.2124632;16.6048499
600025055;49.172996;16.627117
600013731;49.1838423;16.6334259
600013979;49.2124632;16.6048499
600013600;49.1990836;16.6211224
600013634;49.2107763;16.5984896
600013936;49.2032908;16.5985884
600171027;49.2253289;16.5803237
600013782;49.21442;16.5614485
600013511;49.2074874;16.6568563
600013766;49.1825723;16.6365587
600013944;49.1935165;16.6048598
600013774;49.2109428;16.6339522
600013928;49.2093581;16.6280199
600013804;49.2016503;16.6127248
600171531;49.2251441;16.6099056
600013910;49.1714144;16.6838722
600013821;49.1766802;16.593076
600025063;49.206942;16.5545183
600025021;49.2283189;16.621429
600171019;49.1869713;16.6526657
600025047;49.1956664;16.5702661
600019861;49.2044385;16.6232294
600019896;49.198195;16.6011553
610300679;49.1828156;16.5946406
600014053;49.1042988;16.3694146
600014029;49.2963387;16.5249986
600013341;49.4546496;16.5278036
600013286;49.4041555;16.4119613
600025241;48.9909643;16.5146377
600014096;49.0821966;16.6038787
600171035;;
600014061;49.1687423;16.7248268
600014070;49.3492939;16.4257999
600014011;49.3495244;16.4237605
600013987;49.1934747;16.3619863
600014100;49.0370598;16.611285
600014258;48.7558723;16.8902051
600014266;48.7590551;16.8867592
600014282;48.7514256;16.8944353
600014231;48.7563417;16.8838083
600014134;48.9401702;16.7361907
600014291;48.9403629;16.7337072
600025276;48.9450594;16.735243
650071409;48.9955086;16.8582432
600014118;48.9976749;16.8660326
600014151;48.8037021;16.6367907
651039428;;
600014223;;
600014177;48.7406968;16.7519731
650071484;48.9051436;16.8167823
600014614;48.972544;17.2670954
600014673;48.8496411;17.1308023
600171086;48.8632738;17.1122213
600014681;48.8575185;17.1283451
600025438;49.0605718;17.2114869
600014533;49.0116129;17.1260169
600171094;49.0163326;17.1244128
600014649;49.0045933;17.1304953
600014541;48.8993854;17.3141929
600014665;48.9021569;17.314663
600014690;48.8999258;17.3194166
600014622;48.9471541;17.3887896
600015637;49.1522052;17.0057845
600025837;49.2752599;16.8691099
600171141;49.1574936;16.8800648
600015629;49.2787363;16.9963815
600025811;49.28267;16.9824097
600015670;49.2862599;17.0023212
600015645;49.275167;16.9837267
600015726;49.048052;16.3146441
600015793;49.0487218;16.3154915
600030989;49.0451525;16.3129533
600030971;48.8924834;17.3083577
600015785;48.8558083;16.0538093
600015700;48.8563289;16.0528961
600025896;48.8574024;16.0495566
600015751;48.8593596;16.0431808
600015815;48.8659109;16.0444711
600015823;48.86146;16.0505666
600015718;48.8481044;16.0699465
600019985;48.857328;16.0535933
600018300;50.3838817;17.1066657
600018351;50.230928;17.2021839
600018342;50.2269771;17.2016508
600018334;50.2242197;17.1917927
600018318;50.2394484;17.2110511
600018326;50.2242197;17.1917927
600027287;;
600032001;50.3117627;17.0985429
600017117;49.7017945;17.0809368
600017087;49.7022205;17.074174
600017192;49.5545508;17.1465133
600016927;49.6023573;17.2385303
600017150;49.644547;17.2311798
600017028;49.6050792;17.2800815
600026612;49.6269836;17.3396797
600026671;49.58413;17.1766289
600017036;49.5901182;17.2501066
600016935;49.578804;17.2364424
600017109;49.5935953;17.2458717
600016943;49.5932216;17.2533678
600017010;49.4523767;17.459371
610301063;49.6058267;17.2311909
600026621;49.5890856;17.2651414
600017061;49.5889402;17.2714371
600017141;49.6124541;17.2250106
600016986;49.6106242;17.2607286
600017168;49.5717537;17.2596798
600017095;49.5810316;17.2593587
600019349;49.5979965;17.2711488
651035741;49.6086499;17.2632124
600017133;49.5962149;17.2621697
600017125;49.6086499;17.2632124
600020053;49.596371;17.2451643
600017176;49.589976;17.273009
600026701;49.5917958;17.2396175
600016951;49.7319945;17.3006042
600016994;49.7295293;17.3008509
600016960;49.7671502;17.1214497
600017214;49.7718802;17.1252509
600017079;49.7704946;17.119996
600026655;;
600017231;49.5785789;17.4834761
600015149;49.5938257;16.8875783
600015297;49.469039;17.124751
600015211;49.470139;17.112455
600015157;49.4736056;17.1186375
600015173;49.4716945;17.1072808
600015301;49.468496;17.1160456
600015246;49.4749456;17.1102701
610300580;49.4686019;17.1169175
600015289;49.4725914;17.1156834
610300971;49.4627431;17.1163747
600025667;49.4664903;17.1121527
600015319;49.4743518;17.1117259
600015181;49.4744782;17.1102634
600025641;49.4703597;17.1119993
600019951;49.4744682;17.1108356
600015165;49.4753165;17.1199513
650003578;49.4766487;17.1145126
600031829;49.425067;17.5851188
600017788;49.5522265;17.7379074
600017931;49.5603235;17.7360988
600017770;49.5458802;17.7414099
600017907;49.5523312;17.7294295
600020088;49.5528971;17.7304302
600017974;49.3499559;17.301713
600026973;49.3309138;17.2751087
600017923;49.5285604;17.5889841
600017869;49.5294996;17.5863189
600027058;49.526322;17.5824982
600171337;49.5224896;17.561464
600017796;49.4530026;17.4467318
600017966;49.4530413;17.4487777
600017915;49.4511192;17.4502556
600017842;49.4463282;17.4526487
600017818;49.4508715;17.4493757
600171361;49.4521689;17.4552198
600171370;49.4475828;17.4625269
600017834;49.4641261;17.4571772
600017958;49.4254274;17.2824867
600018024;49.7694825;16.9183845
600027155;49.7800021;16.9243771
600017982;49.7742365;16.9177835
600171396;49.7808134;16.9293896
600018016;49.9622466;16.9775639
600018041;49.9662842;16.9795698
600171388;49.9737421;16.9783609
600018075;49.9728837;16.9641826
600018059;49.9643248;16.9716017
600027121;49.9648204;16.9693701
600020096;49.9648045;16.9725811
600018083;49.9697355;16.9758134
600027147;49.9698941;16.9707103
600018008;49.8823097;16.875808
600018067;49.8836434;16.8809486
600018091;49.8834079;16.8891108
600015068;49.3988958;17.6640622
600015050;49.3286901;17.5726407
600025624;49.3276917;17.5701022
680000054;49.3333095;17.5783297
600030679;49.3839657;17.7181077
600015033;49.2999268;17.3921923
600014941;49.2970698;17.3899392
600014959;49.2952708;17.4070937
600015041;49.3033155;17.4031352
600015092;49.3021362;17.3801053
600171124;49.2943179;17.3966071
600020525;49.298354;17.3984568
600019942;49.2910469;17.3813868
600015076;49.3006438;17.3795612
600014991;49.2962687;17.393766
600015106;49.2997417;17.3836518
600030695;49.1417646;17.2088785
600015491;49.0390197;17.8101992
600014321;49.090541;17.8802202
600025390;49.1472995;17.9789869
600014339;49.1407379;18.0051561
600014517;49.1320464;18.0115789
600019136;49.2097671;17.8072677
600014487;49.2238765;17.8441636
691004960;49.2006613;17.6709468
600025314;49.2203648;17.6764417
600014398;49.2194581;17.6668999
600014363;49.221205;17.6923131
600014410;49.2220432;17.6650696
600171051;49.2203237;17.6605794
600014436;49.2421452;17.6642481
600014355;49.2255111;17.6799836
600014461;49.2226277;17.6675142
600014452;49.2269468;17.6964553
600014479;49.2202031;17.6636868
600019918;49.2247555;17.702523
600016170;49.9920123;17.4628978
600016226;49.990641;17.4628459
600016064;49.989864;17.4625644
600016153;49.9668788;17.6043254
600016081;50.0884456;17.6907887
600016056;50.0898811;17.7001411
600171167;50.0877477;17.685827
600016099;50.0921014;17.6948426
600016048;50.088026;17.7100022
600016145;50.089824;17.7080481
600016218;50.1606273;17.57523
600016188;49.9337901;17.2671245
600016102;49.9328124;17.2680347
600016447;49.6846358;18.3610788
600016234;49.6846358;18.3610788
600016315;49.6741786;18.3382543
600016358;49.673269;18.3393419
680000062;49.6827965;18.3411914
600016412;49.684209;18.3546745
600016323;49.6730268;18.3478909
600016307;49.6827965;18.3411914
610500678;49.68237;18.3415326
600171191;49.6957713;18.3412369
600016242;49.6848707;18.3529551
600016374;49.6827965;18.3411914
600016331;49.6733547;18.3398025
600020011;49.6848707;18.3529551
650007557;49.5881067;18.3622903
600016251;49.5929326;18.354505
600171183;49.5742854;18.7655804
691000662;49.6721754;18.6412463
600016340;49.6619739;18.6729021
600016269;49.6731876;18.6745872
610500732;49.6648019;18.6866007
600016455;49.9058391;18.3630273
600016668;49.9049182;18.3580995
600016501;49.7439188;18.6257159
600016463;49.7420206;18.6155055
610300814;49.7408086;18.6133765
600016609;49.7481198;18.6223314
600171213;49.7412671;18.6141699
600016471;49.7854669;18.4250396
600016579;49.7798393;18.4382781
600016641;49.7769438;18.4529406
600016650;49.7769438;18.4529406
600016552;49.7718545;18.4501373
600171230;49.7941472;18.4590385
600171205;49.7970593;18.4105821
600026337;49.7961903;18.4091981
600016510;49.7951456;18.4091144
600016684;49.7758172;18.4602416
600016617;49.8644436;18.5516771
600016706;49.8644436;18.5516771
600016676;49.8619151;18.5501509
600016480;49.8642494;18.530057
600171248;49.8676681;18.5374993
600026230;49.8581502;18.5460838
600020029;49.8547143;18.5504654
600016536;49.8710969;18.4253625
650078331;49.8679954;18.4256159
600016587;49.8766765;18.4281744
600016773;49.7593072;18.0189578
600016749;49.5438417;18.2070771
600171256;49.5430247;18.2124372
600016781;49.5896619;18.1530974
600016901;49.5895924;17.997342
600016820;49.594341;18.0038492
600020037;49.5935726;18.0083025
600026396;49.5946491;18.0140733
600016846;49.5880411;18.0245414
600031471;49.5924641;18.0064946
600016838;49.6659438;17.82906
600016854;49.6649996;17.8263993
600016714;49.6404722;18.140215
600016803;49.7156371;18.0558681
600017249;49.8965271;18.1905486
600026779;49.8990504;18.1858621
600017290;49.9442336;17.9098364
600017401;49.9190854;17.9162691
600017311;49.9301016;17.8803333
600017320;49.9376935;17.9085566
600017257;49.940386;17.8924232
600017265;49.9370317;17.9105955
600017419;49.9306435;17.9118069
691002932;49.9314169;17.9026748
600017389;49.9359501;17.8988137
600017338;49.9372745;17.907424
600171868;49.9367871;17.920824
600020061;49.937357;17.8995387
600171671;49.9391401;17.8913589
600017346;49.9274535;18.2731991
600026787;49.9817989;17.6893904
600143074;49.7777511;17.7574838
600016862;49.7852677;18.1338696
650003551;49.7920689;18.2608845
600016366;49.7804101;18.2669369
691000565;49.795552;18.2696091
600017451;49.7796223;18.2625449
600017567;49.7949634;18.2704088
600017591;49.7948179;18.270685
600171272;49.7852048;18.2511244
650069021;49.7907541;18.2628393
600017737;49.8234493;18.2443963
650077393;49.8333015;18.254452
600017672;49.8300872;18.249644
600017729;49.8395562;18.3462467
650076991;49.8418547;18.2887106
600017524;49.8382722;18.2833977
600017583;49.8391556;18.293795
600017541;49.8349481;18.1873831
600017478;49.8465478;18.1733166
600017443;49.8245875;18.1716687
600017460;49.8218196;18.1924046
600026957;49.8359258;18.1678867
600171299;49.8225632;18.1807423
600017656;49.8438176;18.1861818
600017648;49.8257572;18.1680254
600017494;49.8465394;18.3048998
600016595;49.8438822;18.3092964
600017664;49.8118574;18.2707322
651035759;49.7981531;18.2680441
600017761;49.807272;18.2662459
600017699;49.8090812;18.2731256
600171311;49.7975678;18.2673987
600020070;49.8162073;18.26611
600017486;49.7943009;18.2271896
600017532;49.8090555;18.2387269
600017516;49.7942166;18.2283007
600017753;49.79892;18.238146
600017681;49.799121;18.2407535
600017702;49.7989765;18.2342989
600017711;49.7932801;18.2354239
650024966;49.8302687;18.2562159
600017508;49.8392799;18.2909087
600171302;49.8252937;18.2728389
600017630;49.8367185;18.283279
651018048;50.425763;14.7694733
600007880;49.7491341;14.0153508
600027970;49.7562494;14.1549249
650002733;49.1213828;17.4742728
600012361;50.0614454;15.4802605
691002584;49.4219774;14.9457689
600171035;49.1139202;16.7215645
651039428;48.7800409;16.6974054
600014223;48.7800409;16.6974054
600027287;50.2264399;17.1315776
600026655;49.5776184;17.4801529
650067231;49.1126477;17.3799903
600016633;49.8933574;18.5396604
600016625;49.8933574;18.5396604
600017397;49.8035982;17.7682037
