red_izo,CJ UZ Z,AJ UZ Z,CJ PP Z,AJ PP Z,MA DT Z,CJ DT Z,AJ DT Z,www,adresa,nazev_plny,red_naz,KODOK,NAZOK,NAZKR
600005500,46.4,62.8,68.8,78.7,70.2,74.7,82.5,www.gop.cz,"Loučanská 520, Praha 5","Gymnázium Oty Pavla, Praha 5, Loučanská 520",Gymnázium Oty Pavla,3100,Hlavní město Praha,Hlavní město Praha
600005496,47.5,74.6,61.5,61.0,77.0,75.4,72.3,www.zatlanka.cz/,"Na Zatlance 11, Praha 5","Gymnázium, Praha 5, Na Zatlance 11",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005623,53.2,71.7,82.0,72.0,83.8,85.2,78.0,www.kavalirka.cz,"Nad Kavalírkou 1, Praha 5","Gymnázium, Praha 5, Nad Kavalírkou 1",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005631,42.3,51.2,40.4,47.3,36.9,45.3,46.6,www.hs-radlicka.cz,"Radlická 115, Praha 5",Hotelová škola Radlická,Hotelová škola Radlická,3100,Hlavní město Praha,Hlavní město Praha
650004639,,,,,,,,www.dsp-praha.cz,"Schwarzenberská 700, Praha 5",Německá škola v Praze s.r.o. - zahraniční škola a gymnázium,Němec.škola s.r.o.-zahran.škola a gymn.,3100,Hlavní město Praha,Hlavní město Praha
600005542,37.5,60.5,40.0,52.8,68.0,57.7,66.8,www.ssps.cz,"Preslova 25, Praha 5","Smíchovská střední průmyslová škola, Praha 5, Preslova 25",Smíchovská SPŠ,3100,Hlavní město Praha,Hlavní město Praha
600005674,36.7,29.3,54.6,56.9,24.4,44.4,43.5,www.stredniskoladrtinova.cz,"Drtinova 3, Praha 5","Střední odborná škola a Střední odborné učiliště, Praha 5, Drtinova 3",SOŠ a SOU,3100,Hlavní město Praha,Hlavní město Praha
600005640,17.0,50.4,46.3,34.6,28.6,28.0,33.8,www.ssuar.cz,"Nový Zlíchov 1, Praha 5",Střední škola umělecká a řemeslná,SŠ umělecká a řemeslná,3100,Hlavní město Praha,Hlavní město Praha
600021050,,,,,,,,www.sksp.org,"Výmolova 169, Praha 5","Střední škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 5, Výmolova 169","SŠ, ZŠ a MŠ pro sluchově postižené",3100,Hlavní město Praha,Hlavní město Praha
600171426,,,,,,,,www.skolaholeckova.cz,"Holečkova 4, Praha 5","Střední škola, základní škola a mateřská škola pro sluchově postižené, Praha 5, Holečkova 4","SŠ, ZŠ a MŠ pro sluchově postižené",3100,Hlavní město Praha,Hlavní město Praha
600005658,35.4,39.8,28.8,28.0,38.0,37.1,30.9,www.sps-dopravni.cz,"Plzeňská 298, Praha 5","Střední průmyslová škola dopravní, a.s.","Střední průmyslová škola dopravní, a.s.",3100,Hlavní město Praha,Hlavní město Praha
650065115,,,,,,,,www.ddc.cz,"Radlická 30, Praha 5","Zařízení pro děti - cizince, diagnostický ústav, dětský domov se školou, výchovný ústav, středisko výchovné péče, základní škola a praktická škola, Praha 5, Radlická 30","Zař.pro děti-cizin.,DÚ,DDŠ,VÚ,SVP,ZŠ,PrŠ",3100,Hlavní město Praha,Hlavní město Praha
691001111,36.7,43.9,33.1,42.8,32.9,51.6,59.5,www.anoa.cz,"Bělohorská 182, Praha 6",Anglo - německá obchodní akademie a.s.,Anglo - německá obchodní akademie a.s.,3100,Hlavní město Praha,Hlavní město Praha
600021106,,,,,,,,http://www.skolaroos.cz,"Rooseveltova 8, Praha 6","Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8",ZŠ speciální a Praktická škola,3100,Hlavní město Praha,Hlavní město Praha
600005810,50.9,61.3,59.4,71.1,52.0,52.4,65.0,www.soscl-ruzyne.cz,"K Letišti 278, Praha 6","Střední odborná škola civilního letectví, Praha - Ruzyně","SOŠ civilního letectví, Praha - Ruzyně",3100,Hlavní město Praha,Hlavní město Praha
600005593,40.5,65.6,72.2,53.2,73.7,66.6,78.8,www.mensagymnazium.cz,"Španielova 1111, Praha 6","Mensa gymnázium, o.p.s.","Mensa gymnázium, o.p.s.",3100,Hlavní město Praha,Hlavní město Praha
600006158,60.2,72.3,86.4,60.3,,55.7,73.9,http://www.skoladesign.cz,"Laudova 10, Praha 6","SOUKROMÁ STŘEDNÍ UMĚLECKÁ ŠKOLA DESIGNU, s.r.o.",Soukr.střední umělecká škola designu,3100,Hlavní město Praha,Hlavní město Praha
600005691,54.2,73.8,70.8,66.7,91.9,89.3,86.4,www.gjk.cz,"Parléřova 2, Praha 6","Gymnázium Jana Keplera, Praha 6, Parléřova 2",Gymnázium Jana Keplera,3100,Hlavní město Praha,Hlavní město Praha
600005682,58.2,58.9,70.2,70.1,80.1,74.8,81.4,www.gyarab.cz,"Arabská 14, Praha 6","Gymnázium, Praha 6, Arabská 14",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005771,57.3,54.8,78.7,81.6,87.6,85.9,81.4,www.alej.cz,"Nad Alejí 1952, Praha 6","Gymnázium, Praha 6, Nad Alejí 1952",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005721,48.0,51.2,53.0,53.0,60.2,49.6,54.8,www.oakrupkovo.cz,"Krupkovo náměstí 4, Praha 6","Obchodní akademie, Praha 6, Krupkovo náměstí 4",Obchodní akademie,3100,Hlavní město Praha,Hlavní město Praha
600005747,13.9,41.4,31.2,9.7,16.5,20.7,7.9,www.sou-pesek.cz,"Šmolíkova 864, Praha 6","Soukromé střední odborné učiliště Dr. Peška, s.r.o.",Soukromé SOU Dr. Peška s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600005828,17.8,30.0,40.4,27.3,24.4,23.7,30.9,skolahotelnictvi.cz,"Koulova 15, Praha 6","Střední škola hotelnictví a gastronomie Hotelu International, s.r.o.",Střední škola hotel.a gastronomie s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600005844,46.6,41.8,51.1,45.6,41.3,49.2,45.5,www.pedevropska.cz,"Evropská 33, Praha 6","Vyšší odborná škola pedagogická a sociální, Střední odborná škola pedagogická a Gymnázium, Praha 6, Evropská 33","VOŠPgS, SOŠPg a Gymnázium",3100,Hlavní město Praha,Hlavní město Praha
600005984,,,,,,,,www.prirodniskola.cz,"Strossmayerovo náměstí 990, Praha 7","Gymnázium Přírodní škola, o.p.s.",Gymnázium Přírodní škola,3100,Hlavní město Praha,Hlavní město Praha
600006409,35.6,33.3,18.0,23.7,15.2,27.6,50.4,www.euroskola.cz/praha,"Trojská 211, Praha 7",Euroškola Praha střední odborná škola s.r.o.,Euroškola Praha SOŠ s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
651040744,31.1,57.7,39.5,43.5,55.8,39.4,57.9,www.gape.cz,"V Podhoří 285, Praha 7","G.A.P.education, střední škola s.r.o.","G.A.P.education, střední škola s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600005895,52.9,69.7,42.5,64.5,81.2,66.0,64.5,www.trojskegymnazium.cz,"Trojská 110, Praha 7",Trojské gymnázium s.r.o.,Trojské gymnázium s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600171701,57.0,76.1,79.6,67.2,78.4,74.8,78.7,www.gymstola.cz,"Nad Štolou 1, Praha 7","Gymnázium, Praha 7, Nad Štolou 1",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600170012,42.5,42.6,42.3,64.7,44.7,47.0,51.6,www.oaholesovice.cz,"Jablonského 3, Praha 7",Obchodní akademie Holešovice,Obchodní akademie Holešovice,3100,Hlavní město Praha,Hlavní město Praha
600005551,44.2,,67.8,,,84.8,,www.oegp.cz,"U Uranie 14, Praha 7",Rakouské gymnázium v Praze o.p.s.,Rakouské gymnázium v Praze o.p.s.,3100,Hlavní město Praha,Hlavní město Praha
600005861,33.2,44.0,52.3,44.9,30.0,39.5,35.7,vosonspso.cz,"Jablonského 3, Praha 7","Vyšší odborná škola oděvního návrhářství a Střední průmyslová škola oděvní, Praha 7, Jablonského 3",VOŠ oděvního návrhářství a SPŠ oděvní,3100,Hlavní město Praha,Hlavní město Praha
600005950,27.2,40.4,31.5,33.8,,51.0,62.5,www.pshs.cz,"Svídnická 506, Praha 8","První soukromá hotelová škola, spol. s r.o.","První soukromá hotelová škola, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006034,46.9,42.3,54.1,48.4,15.6,23.9,46.4,http://www.skolagastronomie.cz,"Svídnická 1a/599, Praha 8",Soukromá střední škola gastronomie s.r.o.,Soukr. střední škola gastronomie s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006077,,,,,,,,www.dkss.cz,"Vítkova 12, Praha 8",Dvouletá katolická střední škola,Dvouletá katolická střední škola,3100,Hlavní město Praha,Hlavní město Praha
650025563,39.8,,34.0,,,85.4,,www.gymnazium.com,"Pernerova 383, Praha 8",První česko - ruské gymnázium s.r.o.,První česko - ruské gymnázium s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600005101,36.9,35.0,23.4,16.4,13.2,19.4,36.6,www.souhair.cz,"Karlínské náměstí 8, Praha 8","Střední odborné učiliště kadeřnické, Praha 8, Karlínské náměstí 8/225",SOU kadeřnické,3100,Hlavní město Praha,Hlavní město Praha
600006051,31.5,34.1,41.3,35.6,41.0,39.9,51.6,www.trivispraha.cz,"Hovorčovická 1281, Praha 8","TRIVIS - Střední škola veřejnoprávní a Vyšší odborná škola prevence kriminality a krizového řízení Praha, s.r.o.","TRIVIS-SŠ veřejnoprávní a  VOŠ, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006018,64.6,85.6,87.4,89.3,94.2,95.6,93.9,www.porg.cz,"Lindnerova 3, Praha 8","PORG - gymnázium a základní škola, o.p.s.","PORG - gymnázium a základní škola,o.p.s.",3100,Hlavní město Praha,Hlavní město Praha
600006085,,,,,,,,www.gymbb.cz,"V Holešovičkách 2, Praha 8","Gymnázium Bernarda Bolzana, o.p.s.",Gymnázium Bernarda Bolzana o.p.s.,3100,Hlavní město Praha,Hlavní město Praha
600005933,36.8,52.0,47.3,60.9,71.7,72.1,67.0,www.gulz.cz,"U Libeňského zámku 1, Praha 8","Gymnázium, Praha 8, U Libeňského zámku 1",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005992,59.2,58.4,72.7,60.3,78.6,79.4,76.8,www.ggg.cz,"Ústavní 400, Praha 8","Gymnázium, Praha 8, Ústavní 400",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005976,33.2,57.0,33.9,50.7,58.2,54.2,60.6,www.akademie-kollarova.cz,"Kollárova 5, Praha 8",Karlínská obchodní akademie a vyšší odborná škola ekonomická,Karlínská OA a VOŠ ekonomická,3100,Hlavní město Praha,Hlavní město Praha
600005968,53.0,70.8,56.6,62.8,69.5,67.0,63.3,www.gyperner.cz,"Pernerova 25, Praha 8","Karlínské gymnázium, Praha 8, Pernerova 25",Karlínské gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600021181,,,,,,,,www.ouchabarovicka.cz,"Chabařovická 4, Praha 8","Odborné učiliště a Praktická škola, Praha 8, Chabařovická 4/1125",Odborné učiliště a Praktická škola,3100,Hlavní město Praha,Hlavní město Praha
600006042,36.9,50.4,43.5,35.3,8.1,29.3,52.3,www.pbvos.cz,"Nad Rokoskou 111, Praha 8","PB-Vyšší odborná škola a Střední škola managementu, s.r.o.","PB-VOŠ a Střed.škola managementu,s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006000,46.1,26.6,18.9,13.6,5.3,26.7,19.7,,"Hnězdenská 549, Praha 8","Střední odborná škola sociální, o.p.s.","SOŠ sociální, o.p.s.",3100,Hlavní město Praha,Hlavní město Praha
600006310,36.8,31.6,52.1,30.4,77.4,52.6,48.0,www.1kspa.cz,"Pernerova 383, Praha 8","Soukromá střední odborná škola (1. KŠPA) Praha, s.r.o.",Soukromá SOŠ (1. KŠPA),3100,Hlavní město Praha,Hlavní město Praha
600006026,39.7,31.8,32.1,38.9,26.9,38.0,52.7,www.danae.cz,"Svídnická 1A, Praha 8","Soukromá střední škola DANAÉ, s.r.o.","Soukromá střední škola DANAÉ, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600170021,40.2,35.7,49.4,47.0,20.2,36.0,40.7,http://www.ssnahorni.cz,"U Měšťanských škol 525, Praha 8",Střední škola Náhorní,Střední škola Náhorní,3100,Hlavní město Praha,Hlavní město Praha
610380273,,,,,,,,www.sspe.eltodo.cz,"Chabařovická 1125, Praha 8","Střední škola průmyslové elektrotechniky ELTODO, s.r.o.","Střední škola prům.elektr. ELTODO,s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
610380109,65.4,74.3,78.5,85.4,,83.6,88.2,www.gtmskola.cz,"Střížkovská 27, Praha 8","Základní škola německo-českého porozumění a Gymnázium Thomase Manna, o.p.s.","ZŠ něm.-čes.por.a Gymnáz. T.Manna,o.p.s.",3100,Hlavní město Praha,Hlavní město Praha
600006301,33.9,33.9,38.0,33.5,12.7,29.2,43.4,www.sos-start.cz,"Chvaletická 918, Praha 14","Soukromá střední odborná škola START, s.r.o.",Soukromá SOŠ  START s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006433,20.0,29.4,34.6,37.6,22.9,38.2,55.4,www.sou-cakovice.cz,"Ke Stadionu 623, Praha 9","Střední odborná škola a Střední odborné učiliště, Praha - Čakovice","SOŠ a SOU, Praha - Čakovice",3100,Hlavní město Praha,Hlavní město Praha
600021211,,,,,,,,,"Českobrodská 32a, Praha 9","Řemeslná škola oděvní - Odborné učiliště, o.p.s.","Řemeslná škola oděvní - OU, o.p.s.",3100,Hlavní město Praha,Hlavní město Praha
600005798,46.6,26.2,64.8,19.3,11.6,24.9,20.0,http://www.sshp.cz,"Českobrodská 362, Praha 9","Střední škola kosmetiky a hotelnictví BEAN, s.r.o.","SŠ kosmetiky a hotelnictví BEAN, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006298,45.0,42.7,42.5,27.9,18.0,28.3,25.4,www.hotelova-skola.cz,"Slavětínská 82, Praha 9","Střední škola hotelnictví a gastronomie SČMSD Praha, s.r.o.","Střední škola SČMSD Praha, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006239,45.9,66.9,42.9,39.0,55.9,49.4,63.9,www.sssvt.cz,"Litvínovská 600, Praha 9",Soukromá střední škola výpočetní techniky s.r.o.,Soukr. SŠ výpočetní techniky s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006255,52.4,33.9,61.8,23.5,21.9,36.3,45.5,www.oapraha.cz,"Vinořská 163, Praha 9","Obchodní akademie, s.r.o.","Obchodní akademie, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006140,,,,,,,,www.englishcollege.cz,"Sokolovská 320, Praha 9","The English College in Prague - Anglické gymnázium, o.p.s.","The English College-Angl.gymnázium,o.p.s",3100,Hlavní město Praha,Hlavní město Praha
600006174,27.9,60.7,29.1,54.9,60.9,49.8,65.3,www.sssep9.cz,"Novovysočanská 48, Praha 9",Vyšší odborná škola a Střední škola slaboproudé elektrotechniky,VOŠ a SŠ slaboproudé elektrotechniky,3100,Hlavní město Praha,Hlavní město Praha
600006131,48.4,73.6,59.4,75.1,65.2,80.3,80.2,www.gymcak.cz,"nám.  25. března 100, Praha 9","Gymnázium Čakovice, Praha 9, nám. 25. března 100",Gymnázium Čakovice,3100,Hlavní město Praha,Hlavní město Praha
600006107,58.2,81.1,53.1,77.7,86.3,77.7,82.6,www.gymjs.net,"Vysočanské nám. 500, Praha 9",Gymnázium J. Seiferta o.p.s.,Gymnázium J. Seiferta o.p.s.,3100,Hlavní město Praha,Hlavní město Praha
600006115,61.4,75.3,65.2,78.3,83.5,83.3,81.4,http://www.ceskolipska.cz,"Českolipská 373, Praha 9","Gymnázium, Praha 9, Českolipská 373",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600006166,49.6,60.5,62.4,60.7,82.7,79.7,74.1,www.volny.cz/gymn_chod,"Chodovická 2250, Praha 9","Gymnázium, Praha 9, Chodovická 2250",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600006247,55.9,,64.0,,72.5,79.8,,www.gymlit.cz,"Litoměřická 726, Praha 9","Gymnázium, Praha 9, Litoměřická 726",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600006352,63.1,72.2,63.3,73.6,86.6,83.5,85.3,www.gymspit.cz,"Špitálská  2, Praha 9","Gymnázium, Praha 9, Špitálská 2",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600005836,67.3,49.6,55.1,45.4,30.8,39.4,49.0,www.oapraha.cz,"Vinořská 163, Praha 9","Obchodní akademie Praha, s.r.o.","Obch. akademie Praha, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600170071,27.8,39.2,42.9,34.1,33.5,32.7,44.3,www.sosls.cz,"Učňovská 1, Praha 9","Střední odborná škola logistických služeb, Praha 9, Učňovská 1/100",SOŠ logistických služeb,3100,Hlavní město Praha,Hlavní město Praha
600170047,52.2,58.7,62.0,69.8,53.1,63.2,64.6,www.skola-eu-praha.cz,"Lipí 1911, Praha 9","Střední odborná škola pro administrativu Evropské unie, Praha 9, Lipí 1911",SOŠ pro administrativu EU,3100,Hlavní město Praha,Hlavní město Praha
600006280,40.2,30.2,28.6,25.4,24.5,21.5,25.3,,"Učňovská 1, Praha 9","Střední odborná škola stavební a zahradnická, Praha 9, Učňovská 1",SOŠ stavební a zahradnická,3100,Hlavní město Praha,Hlavní město Praha
600006379,26.7,45.9,56.0,19.3,9.4,37.9,24.0,http://www.sospodkovarska.cz,"Podkovářská 4, Praha 9",Střední odborná škola uměleckořemeslná s.r.o.,SOŠ uměleckořemeslná s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006387,23.1,13.6,24.3,14.3,30.8,20.9,18.7,www.sougastro.cz,"Za Černým mostem 3, Praha 9",Střední odborné učiliště gastronomie a podnikání,SOU gastronomie a podnikání,3100,Hlavní město Praha,Hlavní město Praha
600006328,44.8,36.9,52.8,48.1,9.3,30.0,29.2,www.bean.cz,"Českobrodská 32a, Praha 9","Soukromá střední odborná škola a Soukromé střední odborné učiliště BEAN, s.r.o.","Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006450,31.2,49.2,29.4,34.3,,30.3,46.9,www.arcus9.cz,"Kardašovská 691, Praha 9","Soukromá střední škola cestovního ruchu ARCUS, s.r.o.",Soukr. SŠ cest. ruchu ARCUS s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006441,60.3,68.2,57.9,72.6,80.4,76.5,81.7,www.arcus9.cz,"Bratří Venclíků 1140, Praha 9","Soukromé gymnázium ARCUS PRAHA 9, s.r.o.",Soukromé gymnázium ARCUS s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006123,38.4,52.7,36.2,63.4,55.4,42.5,64.3,www.spszem.cz,"Pod Táborem 300, Praha 9","Střední průmyslová škola zeměměřická, Praha 9, Pod Táborem 300",SPŠ zeměměřická,3100,Hlavní město Praha,Hlavní město Praha
600170063,43.0,44.5,40.7,34.3,32.9,38.0,44.6,www.copth.cz,"Poděbradská 1, Praha 9","Střední škola - Centrum odborné přípravy technickohospodářské, Praha 9, Poděbradská 1/179",SŠ - COP technickohospodářské,3100,Hlavní město Praha,Hlavní město Praha
600006654,39.6,29.3,60.4,37.7,30.6,34.2,38.7,http://www.sspp.cz,"Beranových 140, Praha 9","Střední škola mediální grafiky a tisku, s.r.o.","SŠ mediální grafiky a tisku, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006263,48.6,29.5,38.0,17.8,21.4,20.3,14.0,www.sousluzeb.cz,"Novovysočanská 5, Praha 9","Střední odborné učiliště služeb, Praha 9, Novovysočanská 5",Střední odborné učiliště služeb,3100,Hlavní město Praha,Hlavní město Praha
600170039,37.5,44.2,23.6,38.9,32.9,35.4,39.6,www.sps-prosek.cz,"Novoborská 2, Praha 9",Střední průmyslová škola na Proseku,Střední průmyslová škola na Proseku,3100,Hlavní město Praha,Hlavní město Praha
600027686,,,,,,,,http://www.klicov.cz,"Čakovická 51, Praha 9","Výchovný ústav, středisko výchovné péče Klíčov, základní škola, praktická škola a školní jídelna, Praha 9, Čakovická 51","VÚ, SVP Klíčov, ZŠ, PrŠ a ŠJ",3100,Hlavní město Praha,Hlavní město Praha
600006476,54.0,67.8,66.1,68.6,82.0,76.4,68.9,www.krestanskegymnazium.cz,"Kozinova 1000, Praha 10",Křesťanské gymnázium,Křesťanské gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600021360,,,,,,,,www.chotounska.cz,"Chotouňská  476, Praha 10","Střední škola, Základní škola a Mateřská škola, Praha 10, Chotouňská 476","Střední škola, ZŠ a MŠ",3100,Hlavní město Praha,Hlavní město Praha
600005160,70.2,71.1,94.7,77.2,88.8,79.0,71.9,www.altis.cz,"Dopplerova 351, Praha 10",Gymnázium ALTIS s.r.o.,Gymnázium ALTIS s.r.o.,3100,Hlavní město Praha,Hlavní město Praha
600006603,50.3,57.7,74.1,77.3,89.1,80.9,71.8,www.gymvod.cz,"Voděradská 2, Praha 10","Gymnázium, Praha 10, Voděradská 2",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600006620,,,,,,,,www.gymnazium-minerva.cz,"Dubečská 900, Praha 10","Soukromé gymnázium MINERVA, s.r.o.","Soukromé gymnázium MINERVA, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006549,35.7,54.8,41.5,74.2,52.6,37.3,69.2,www.ekogymnazium.cz,"Nad Vodovodem 460, Praha 10",EKO GYMNÁZIUM Praha o.p.s.,EKO GYMNAZIUM Praha o.p.s,3100,Hlavní město Praha,Hlavní město Praha
600006531,32.1,40.8,38.3,29.9,8.7,37.5,37.2,www.pcssou.cz,"Trhanovské náměstí 8, Praha 10",Gymnázium bratří Čapků a První české soukromé střední odborné učiliště s.r.o.,Gymn. bří Čapků a První české soukr. SOU,3100,Hlavní město Praha,Hlavní město Praha
600006646,47.1,64.3,70.9,63.2,88.5,83.2,82.6,www.omska.cz,"Omská 1300, Praha 10","Gymnázium, Praha 10, Omská 1300",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600171710,41.3,53.1,53.4,51.2,67.7,61.9,60.8,www.gsgpraha.cz,"Přípotoční 1337, Praha 10","Gymnázium, Praha 10, Přípotoční 1337",Gymnázium,3100,Hlavní město Praha,Hlavní město Praha
600004741,43.6,46.0,59.9,57.7,55.1,47.9,50.6,www.shs.cz,"Vršovická 43, Praha 10","Hotelová škola, Praha 10, Vršovická 43",Hotelová škola,3100,Hlavní město Praha,Hlavní město Praha
600006573,41.0,53.3,47.9,64.7,,57.8,66.6,www.heroldovysady.cz,"Heroldovy sady 1, Praha 10","Obchodní akademie, Praha 10, Heroldovy sady 1",Obchodní akademie,3100,Hlavní město Praha,Hlavní město Praha
600006581,36.6,27.2,38.3,35.8,17.0,33.7,39.2,www.souukrbu.cz,"U Krbu 45, Praha 10",Střední odborné učiliště gastronomie,SOU gastronomie,3100,Hlavní město Praha,Hlavní město Praha
600006514,38.9,63.3,45.1,72.1,68.3,49.3,68.0,www.uzlabina.cz,"V Úžlabině 320, Praha 10","Střední průmyslová škola elektrotechnická, Praha 10, V Úžlabině 320",SPŠ elektrotechnická,3100,Hlavní město Praha,Hlavní město Praha
600170080,35.6,37.3,35.6,39.3,54.1,58.5,40.2,skolahostivar.cz,"Weilova 4, Praha 10",Střední škola automobilní a informatiky,SŠ automobilní a informatiky,3100,Hlavní město Praha,Hlavní město Praha
600006638,43.9,41.7,28.2,43.4,27.0,34.8,37.6,http://www.ssesp10.cz,"Jesenická 1, Praha 10",Střední škola elektrotechniky a strojírenství,SŠ elektrotechniky a strojírenství,3100,Hlavní město Praha,Hlavní město Praha
600006662,39.7,40.1,40.0,39.4,11.2,34.2,29.7,http://www.spgs-futurum.cz,"Hornoměcholupská 873, Praha 10","Střední pedagogická škola Futurum, s.r.o.","Střední pedagog. škola Futurum, s.r.o.",3100,Hlavní město Praha,Hlavní město Praha
600006565,41.4,45.2,38.4,41.8,54.3,46.6,53.5,www.trebesin.cz,"Na Třebešíně 2299, Praha 10","Střední průmyslová škola, Praha 10, Na Třebešíně 2299",Střední průmyslová škola,3100,Hlavní město Praha,Hlavní město Praha
600019471,43.0,28.7,36.0,26.9,32.1,31.3,29.1,www.szs-ruska.cz,"Ruská 91, Praha 10",Střední zdravotnická škola,Střední zdravotnická škola,3100,Hlavní město Praha,Hlavní město Praha
